id,uuid,title,url,geoHash,type,typology_id,typology_name,contract,isNew,luxury,visibility,isProjectLike,isMosaic,propertiesCount,price_value,price_formatted,price_min,price_max,price_range,price_visible,surface,rooms,bathrooms,floor,floor_number,floor_ga4value,elevator,address,latitude,longitude,city,province,region,macrozone,nation,description,caption,ga4features,ga4Heating,ga4Garage,views,agency_id,agency_type,agency_name,agency_label,agency_url,photo_id,photo_caption,photo_url_small,photo_url_medium,photo_url_large,typologyGA4Translation,matchSearch
108063825,764536cf-c07e-5915-b40e-5d4711009ad9,Appartamenti di nuova costruzione a Savona,https://www.immobiliare.it/annunci/108063825/,spy5bjtb,ad,276,Progetto,sale,False,False,supervetrina,True,True,3.0,370000,€ 370.000 - € 675.000,€ 370.000,€ 675.000,,True,95 m²,2 - 3,,,,,,"Via Antonio Brilla, 22",44.2832,8.4455,Savona,Savona,Liguria,"Legino, Zinola, Fornaci",Italia,"Fondocasa Nuove Costruzioni propone in vendita ESCLUSIVI BILOCALI E TRILOCALI di nuova costruzione.

Caratterizzati da un'elevata efficienza energetica (Classe A4) e da ottime finiture, gli immobili si trovano a soli 50 metri dal mare e sono vicini a tutti i servizi.

Alcune unità vantano una suggestiva vista mare! 

Possibilità di acquisto di posti auto ad € 20.000 e box a partire da € 35.000.  

Per maggiori informazioni e per prenotare un appuntamento non esitare a contattarci!

Per maggiori informazioni o per fissare un appuntamento, non esiti a contattarci.",NUOVA COSTRUZIONE IN CLASSE A4!,accesso per disabili,Autonomo,"22 in box privato/box in garage, 4 in parcheggio/garage comune","mare, panoramica",60878,constructor,Fondocasa Nuove Costruzioni,Impresa Edile,https://www.immobiliare.it/imprese-edili/60878/fondocasa-albenga/,1448069539,Terrazzo,https://pwm.im-cdn.it/image/1448069539/xxs-c.jpg,https://pwm.im-cdn.it/image/1448069539/m-c.jpg,https://pwm.im-cdn.it/image/1448069539/xxl.jpg,Progetto,
120543272,884a6553-9fb0-554f-b8c7-fa2bf1ffef1a,"Trilocale via Del Ginepro 10, Marina Di Andora, Andora",https://www.immobiliare.it/annunci/120543272/,spvf10vn,ad,14,Appartamento,sale,True,False,supervetrina,False,True,,268000,€ 268.000,,,200.001 - 300.000 &euro;,True,94 m²,3,1,Piano rialzato,piano rialzato,piano rialzato,,Via Del Ginepro,43.9506,8.1369,Andora,Savona,Liguria,Marina Di Andora,Italia,"In contesto silenzioso ed immerso nel verde, a 650m dalle spiagge, appartamento con cortile privato vista mare e posto auto.
La soluzione presenta un'ingresso sul disimpegno che conduce alla luminosa zona giorno con angolo cottura e sfogo sull'ampio cortile piastrellato con vista mare e sul primo balcone esposto a sud, anch'esso con vista panoramica. Di segutio troviamo la capiente camera da letto matrimoniale, il comodo bagno finestrato con doccia e la cameretta con sfogo sul secondo balcone esposto a SUD anch'esso con vista panoramica.
Completa la proprietà un posto auto assegnato. Possibili",TRILOCALE CON CORTILE PIASTRELLATO VISTA MARE E POSTO AUTO,"cancello elettrico, porta blindata, armadio a muro, balcone, terrazzo, impianto tv centralizzato, arredato, esposizione doppia",Autonomo,1 in parcheggio/garage comune,"mare, panoramica, db_feature.view.id_9",387698,agency,Affiliato Tecnocasa: STUDIO ANDORA SAS,agenzia,https://www.immobiliare.it/agenzie-immobiliari/387698/tecnocasa-andora/,1705970522,Zona,https://pwm.im-cdn.it/image/1705970522/xxs-c.jpg,https://pwm.im-cdn.it/image/1705970522/m-c.jpg,https://pwm.im-cdn.it/image/1705970522/xxl.jpg,Appartamento,
119417177,8eaa13ed-5959-590e-89b4-c8e47422232e,"Trilocale via aurelia 19, Marina Di Andora, Andora",https://www.immobiliare.it/annunci/119417177/,spvf1ct5,ad,14,Appartamento,sale,False,False,supervetrina,False,True,,239000,€ 239.000,,,200.001 - 300.000 &euro;,True,75 m²,3,1,"3 piani: da Seminterrato a Piano terra, 1°","da seminterrato a piano terra, 1","da seminterrato a piano terra, 1",,Via aurelia,43.9541,8.1698,Andora,Savona,Liguria,Marina Di Andora,Italia,"A 50m dalle spiagge, appartamento fronte mare con posto auto e cantina di proprietà.
La soluzione presenta l'ingresso sul disimpegno che conduce alla luminosa zona giorno con angolo cottura e vista mare, di seguito troviamo due camere da letto di cui una matrimoniale ed il bagno finestrato con doccia.
Completano la proprietà il posto auto e la cantina che sono compresi nella cifra di proposta.
Possibilità di box auto a parte.
Sono già stati deliberati e pagati i lavori di rifacimento della faccia condominiale che inizieranno a settembre 2025.",TRILOCALE VISTA MARE CON CANTINA E POSTO AUTO,"porta blindata, esposizione esterna, impianto tv centralizzato, arredato, cantina",Assente,"1 in box privato/box in garage, 1 in parcheggio/garage comune",mare,387698,agency,Affiliato Tecnocasa: STUDIO ANDORA SAS,agenzia,https://www.immobiliare.it/agenzie-immobiliari/387698/tecnocasa-andora/,1674020219,Vista,https://pwm.im-cdn.it/image/1674020219/xxs-c.jpg,https://pwm.im-cdn.it/image/1674020219/m-c.jpg,https://pwm.im-cdn.it/image/1674020219/xxl.jpg,Appartamento,
113345739,85d4489e-534c-57ba-b71c-bdc427e3ff9a,Appartamenti di nuova costruzione a Pietra Ligure,https://www.immobiliare.it/annunci/113345739/,spvghy34,ad,276,Progetto,sale,False,False,supervetrina,True,True,5.0,270000,€ 270.000 - € 580.000,€ 270.000,€ 580.000,,True,40 m²,2 - 3,,,,,,Via Torino,44.1559,8.2962,Pietra Ligure,Savona,Liguria,,Italia,"Fondocasa Nuove Costruzioni presenta in esclusiva una straordinaria opportunità di investimento immobiliare: una palazzina in fase di costruzione situata nella splendida cornice di Pietra Ligure, A SOLI 150 METRI DAL MARE!

Caratteristiche principali:

- POSIZIONE STRATEGICA: si trova a breve distanza dal mare, garantendo un facile accesso alle spiagge e a tutti i servizi della zona.

- UNITA' ABITATIVE: la struttura comprende 14 bilocali ed un trilocale attico, progettati con attenzione ai dettagli per offrire il massimo comfort e funzionalità.

- SPAZI ESTERNI: ogni appartamento è dotato di ",NUOVI APPARTAMENTI A SOLI 150 METRI DAL MARE!,accesso per disabili,Autonomo,13 in parcheggio/garage comune,,60878,constructor,Fondocasa Nuove Costruzioni,Impresa Edile,https://www.immobiliare.it/imprese-edili/60878/fondocasa-albenga/,1549746081,Facciata,https://pwm.im-cdn.it/image/1549746081/xxs-c.jpg,https://pwm.im-cdn.it/image/1549746081/m-c.jpg,https://pwm.im-cdn.it/image/1549746081/xxl.jpg,Progetto,
113246423,cf7fa3d4-5ce8-55cb-8c43-daf714d0d581,Appartamenti di nuova costruzione a Loano,https://www.immobiliare.it/annunci/113246423/,spvgh4fc,ad,276,Progetto,sale,False,False,supervetrina,True,True,5.0,290000,€ 290.000 - € 430.000,€ 290.000,€ 430.000,,True,40 m²,2 - 3,,,,,,"Via Sant'Erasmo, 7",44.1365,8.2657,Loano,Savona,Liguria,Centro,Italia,"DETRAZIONE FISCALE IN 5 ANNI FINO AD UN MASSIMO DI EURO 48.000,00. 

In una delle zone più esclusive e strategiche di Loano, a pochi passi da tutti i servizi, proponiamo in vendita eleganti appartamenti di nuova costruzione, realizzati secondo i più alti standard qualitativi ed in classe energetica A4, per il massimo comfort abitativo e un’elevata efficienza energetica.

Gli appartamenti, caratterizzati da finiture di pregio e da un design moderno, offrono ambienti luminosi ed accoglienti, con ampie vetrate che permettono l'ingresso di una meravigliosa luce naturale. 
Alcune unità dispongono d",ESCLUSIVI APPARTAMENTI SUL MARE A LOANO!,accesso per disabili,Autonomo,29 in parcheggio/garage comune,mare,60878,constructor,Fondocasa Nuove Costruzioni,Impresa Edile,https://www.immobiliare.it/imprese-edili/60878/fondocasa-albenga/,1547948035,Zona,https://pwm.im-cdn.it/image/1547948035/xxs-c.jpg,https://pwm.im-cdn.it/image/1547948035/m-c.jpg,https://pwm.im-cdn.it/image/1547948035/xxl.jpg,Progetto,
120637872,29d00976-5e53-5097-8aac-7ebe5323365e,"Quadrilocale via Aurelia 181, Centro, Loano",https://www.immobiliare.it/annunci/120637872/,spvg5bem,ad,14,Appartamento,sale,True,False,supervetrina,False,True,,280000,€ 280.000,,,200.001 - 300.000 &euro;,True,79 m²,4,1,"1°, con ascensore",1,1,True,Via Aurelia,44.1248,8.2553,Loano,Savona,Liguria,Centro,Italia,"A soli 200 metri dal mare – Ampio trilocale ristrutturato con balconi e ascensore
VEDI VIRTUA TOUR IN QUESTO ANNUNCIO E SU W W W . DIMOREDILIGURIA .IT
Proponiamo in vendita a Loano, in posizione strategica tra il centro storico e il mare, un ampio trilocale situato al primo piano di una palazzina dotata di ascensore, in zona pianeggiante e comodissima ai servizi. L’immobile si trova al di sotto della Via Aurelia, alle spalle di Corso Europa, a due passi dalle spiagge raggiungibili sia da Via Cesarea che tramite la scorciatoia verso Via Trento e Trieste e Piazza Mazzini.

L’appartamento, di 79 ",A soli 200 metri dal mare – Ampio trilocale ristrutturato,"porta blindata, esposizione esterna, armadio a muro, balcone, impianto tv centralizzato",Autonomo,,db_feature.view.id_10,10140,agency,Dimore di Liguria,agenzia,https://www.immobiliare.it/agenzie-immobiliari/10140/dimore-di-liguria-loano/,1708801538,Soggiorno,https://pwm.im-cdn.it/image/1708801538/xxs-c.jpg,https://pwm.im-cdn.it/image/1708801538/m-c.jpg,https://pwm.im-cdn.it/image/1708801538/xxl.jpg,Appartamento,
119930670,5fe86a0d-fac3-55a6-9a9e-1ef4cf50f1ec,"Bilocale via San Giacomo 23B, San Giacomo, Varazze",https://www.immobiliare.it/annunci/119930670/,spyhknxr,ad,14,Appartamento,sale,False,False,supervetrina,False,True,,250000,€ 250.000,,,200.001 - 300.000 &euro;,True,99 m²,2,1,Piano terra,piano terra,piano terra,,Via San Giacomo,44.3778,8.6233,Varazze,Savona,Liguria,San Giacomo,Italia,"**Appartamento in Vendita a Varazze - Un Paradiso a Pochi minuti dal Mare! **

Scopri questo incantevole appartamento situato a pochi minuti dal mare e dal vivace centro di Varazze.
Inserito in un piccolo caseggiato, offre un ingresso indipendente all'interno del grazioso giardino privato.

L'alloggio è caratterizzato da un luminoso soggiorno con angolo cottura, perfetto per momenti di convivialità.

Il grande terrazzo, con vista mare, è l'ideale per godersi il sole e le serate estive. La camera matrimoniale è spaziosa e accogliente, mentre il bagno, dotato di finestra e vasca da bagno, offre ","Bilocale P. San Giacomo, Varazze  - Terrazzo vista mare","cancello elettrico, accesso per disabili, terrazzo, impianto tv con parabola satellitare, esposizione doppia",Autonomo,2 in box privato/box in garage,mare,177003,agency,Immobiliare Tecnovarazze snc,agenzia,https://www.immobiliare.it/agenzie-immobiliari/177003/tecnovarazze-varazze/,1687057438,Terrazzo,https://pwm.im-cdn.it/image/1687057438/xxs-c.jpg,https://pwm.im-cdn.it/image/1687057438/m-c.jpg,https://pwm.im-cdn.it/image/1687057438/xxl.jpg,Appartamento,
120180662,e8420748-c2de-5ded-a856-5dbd49b0333f,"Quadrilocale via Monsignor Francesco Callandrone, Centro, Varazze",https://www.immobiliare.it/annunci/120180662/,spyh6gq6,ad,14,Appartamento,sale,False,False,supervetrina,False,True,,540000,€ 540.000,,,oltre 500.000 &euro;,True,93 m²,4,2,"3°, con ascensore",3,3,True,Via Monsignor Francesco Callandrone,44.3591,8.5672,Varazze,Savona,Liguria,Centro,Italia,"Varazze, appartamento con splendida vista mare ubicato al terzo piano con ascensore, l’alloggio è composto da ingresso, ampia zona giorno con cucina a vista da cui si accede ai due terrazzi con vista dominante su mare e porticciolo turistico, due camere da letto matrimoniali e doppi servizi. Completa la proprietà una comoda cantina al piano terra dello stabile. 
La recente totale ristrutturazione del condominio (rifacimento totale della facciata con cappotto, installazione di colonnine per ricarica auto elettriche etc etc ) ha permesso all’alloggio di essere in Classe energetica A4.
Possibilit",Appartamento con splendida vista mare !,"porta blindata, esposizione esterna, balcone, impianto tv centralizzato, parzialmente arredato, cantina",Centralizzato,,"mare, panoramica",10612,agency,Azzurra Immobiliare Real Estate,agenzia,https://www.immobiliare.it/agenzie-immobiliari/10612/azzurra-savona/,1695167428,Cucina,https://pwm.im-cdn.it/image/1695167428/xxs-c.jpg,https://pwm.im-cdn.it/image/1695167428/m-c.jpg,https://pwm.im-cdn.it/image/1695167428/xxl.jpg,Appartamento,
108016087,05ea307c-4d6d-5365-bbb3-41120261c697,Appartamenti di nuova costruzione a Pietra Ligure,https://www.immobiliare.it/annunci/108016087/,spvghtyh,ad,276,Progetto,sale,False,False,supervetrina,True,True,3.0,210000,€ 210.000 - € 460.000,€ 210.000,€ 460.000,,True,40 m²,2 - 3,,,,,,"Viale Europa, 3",44.1534,8.2922,Pietra Ligure,Savona,Liguria,,Italia,"Un progetto stilistico d'avanguardia, dalla caratteristica forma di nave, con la prua rivolta verso il mare,studiato e realizzato dall'architetto Pietro Gambacciani, su commissione della famiglia Bottaro, nel 1963, diede vita all'Hotel Mediterranèe.

La struttura alberghiera che allora contava ben 98 camere, venne acquistata nel 1965 dalla famiglia Vigliercio, che la diede in gestione fino al 1988, quando poi la proprietà decise di trasformare la struttura in un residence e di gestirlo in prima persona.
La prima trasformazione, affidata dalla famiglia Vigliercio all'architetto Angelo De France",NUOVI APPARTAMENTI VISTA MARE A PIETRA LIGURE!,"accesso per disabili, parcheggio bici",Autonomo,"17 in box privato/box in garage, 16 in parcheggio/garage comune",mare,60878,constructor,Fondocasa Nuove Costruzioni,Impresa Edile,https://www.immobiliare.it/imprese-edili/60878/fondocasa-albenga/,1538950189,Zona,https://pwm.im-cdn.it/image/1538950189/xxs-c.jpg,https://pwm.im-cdn.it/image/1538950189/m-c.jpg,https://pwm.im-cdn.it/image/1538950189/xxl.jpg,Progetto,
120194492,d63be508-43e9-531e-a086-5ca8303a47fb,"Bilocale via delle Mimose, Sant'Ambrogio, Varazze",https://www.immobiliare.it/annunci/120194492/,spyh7uyt,ad,14,Appartamento,sale,False,False,supervetrina,False,True,,210000,€ 210.000,,,200.001 - 300.000 &euro;,True,50 m²,2,1,Piano terra,piano terra,piano terra,,Via delle Mimose,44.3679,8.6114,Varazze,Savona,Liguria,Sant'Ambrogio,Italia,"Varazze, nella parte bassa del Comprensorio dei Piani d’Invrea, a soli 3 minuti dal mare raggiungibile tramite due accessi pedonali privati condominiali, proponiamo splendido Loft composto al piano terra da zona living con cucina a vista e bagno ed al livello superiore da ampia camera matrimoniale in soppalco. 
Il Condominio è stato recentemente ristrutturato nelle parti comuni ed è dotato di un’ampia terrazza condominiale panoramica.
Ottima soluzione anche come investimento dato il possibile inserimento nel circuito degli affitti brevi",Varazze splendido Loft a 3 min dal mare a piedi,"esposizione esterna, impianto tv con parabola satellitare",Autonomo,,panoramica,10612,agency,Azzurra Immobiliare Real Estate,agenzia,https://www.immobiliare.it/agenzie-immobiliari/10612/azzurra-savona/,1695588644,Salone,https://pwm.im-cdn.it/image/1695588644/xxs-c.jpg,https://pwm.im-cdn.it/image/1695588644/m-c.jpg,https://pwm.im-cdn.it/image/1695588644/xxl.jpg,Appartamento,
114619143,03f844cc-9c93-575f-824f-0d241ff317ae,"Trilocale via 4 Novembre, Centro, Varazze",https://www.immobiliare.it/annunci/114619143/,spyh75ys,ad,14,Appartamento,sale,False,False,supervetrina,False,True,,275000,€ 275.000,,,200.001 - 300.000 &euro;,True,70 m²,3,1,"Piano terra, con ascensore",piano terra,piano terra,True,Via 4 Novembre,44.3622,8.5784,Varazze,Savona,Liguria,Centro,Italia,"Varazze, In Via IV Novembre, si vende appartamento comodissimo al mare, alle spiagge ed al centro della nota località rivierasca del ponente ligure, in ottime condizioni, composto da ampio ingresso, soggiorno con angolo cottura, due camere da letto e bagno con finestra. Riscaldamento autonomo. Ottima soluzione come casa vacanza, ideale anche come investimento data la possibilità di inserimento dello stesso nel circuito degli affitti brevi per affittarlo quando non lo si utilizza. Contattateci per visionare l'immobile!",Varazze Trilocale comodo al mare,"esposizione esterna, impianto tv con parabola satellitare, parzialmente arredato",Autonomo,,,10612,agency,Azzurra Immobiliare Real Estate,agenzia,https://www.immobiliare.it/agenzie-immobiliari/10612/azzurra-savona/,1576042461,Soggiorno,https://pwm.im-cdn.it/image/1576042461/xxs-c.jpg,https://pwm.im-cdn.it/image/1576042461/m-c.jpg,https://pwm.im-cdn.it/image/1576042461/xxl.jpg,Appartamento,
119556287,2e8860ba-9438-5488-b062-14cb50e1fdc7,"Bilocale corso Giacomo Matteotti 12, Centro, Varazze",https://www.immobiliare.it/annunci/119556287/,spyh75m5,ad,14,Appartamento,sale,False,False,supervetrina,False,True,,315000,€ 315.000,,,300.001 - 500.000 &euro;,True,59 m²,2,1,1°,1,1,,Corso Giacomo Matteotti,44.3593,8.5765,Varazze,Savona,Liguria,Centro,Italia,"Nel pieno centro storico di Varazze, all'interno di una palazzina fronte mare, proponiamo in vendita bilocale in perfette condizioni. L'immobile, distante 50 metri dal lungomare e dagli stabilimenti balneari, è posto al primo piano di una storica palazzina non dotata di ascensore ed è composto da salotto di ingresso, corridoio, camera matrimoniale, soggiorno con cucina a vista, bagno e ripostiglio.
L'appartamento è termoautonomo con irrisorie spese condominiali.
Data la sua posizione strategica, la proprietà è ideale sia come seconda casa che come investimento immobiliare per una successiva lo","Bilocale perfettamente ristrutturato, 50 metri dal mare","porta blindata, esposizione esterna, impianto tv con parabola satellitare, arredato",Autonomo,,mare,185482,agency,Solaro Immobiliare,agenzia,https://www.immobiliare.it/agenzie-immobiliari/185482/solaro-varazze/,1677000975,Salone,https://pwm.im-cdn.it/image/1677000975/xxs-c.jpg,https://pwm.im-cdn.it/image/1677000975/m-c.jpg,https://pwm.im-cdn.it/image/1677000975/xxl.jpg,Appartamento,
118064743,e2da4314-47d5-5a79-87a3-1bcb8d34ce68,Appartamenti di nuova costruzione a Borgio Verezzi,https://www.immobiliare.it/annunci/118064743/,spvgjp5g,ad,276,Progetto,sale,False,False,supervetrina,True,True,2.0,350000,€ 350.000 - € 370.000,€ 350.000,€ 370.000,,True,68 m²,3,,,,,,"Via Vittorio Veneto, 37",44.1601,8.3111,Borgio Verezzi,Savona,Liguria,,Italia,"In una delle località più suggestive della Riviera Ligure di Ponente, nasce un nuovo ed esclusivo progetto immobiliare di altissimo pregio. 

Sono disponibili raffinati appartamenti trilocali, tutti con box auto di pertinenza o posto auto e possibilità di cantina. 
Ogni unità gode di una meravigliosa vista mare e di un'incantevole panorama sulle verdi colline circostanti, con scorci su Verezzi, uno dei borghi più belli d'Italia.

La residenza si distingue per la classe energetica elevata, l'utilizzo di materiali e finiture di pregio e la presenza di una splendida piscina condominiale. 
Il cont",ESCLUSIVI TRILOCALI VISTA MARE A BORGIO VEREZZI!,accesso per disabili,Autonomo,26 in box privato/box in garage,"mare, monti, panoramica, db_feature.view.id_9, db_feature.view.id_10",60878,constructor,Fondocasa Nuove Costruzioni,Impresa Edile,https://www.immobiliare.it/imprese-edili/60878/fondocasa-albenga/,1652123025,Piscina,https://pwm.im-cdn.it/image/1652123025/xxs-c.jpg,https://pwm.im-cdn.it/image/1652123025/m-c.jpg,https://pwm.im-cdn.it/image/1652123025/xxl.jpg,Progetto,
113154615,aa03ab32-a8c8-5fb2-843c-b2865085dace,"Trilocale via solibena 1, Collina Centrale, Parco Fuor del Vento, Alassio",https://www.immobiliare.it/annunci/113154615/,spvf3spw,ad,14,Appartamento,sale,False,False,supervetrina,False,True,,455000,€ 455.000,,,300.001 - 500.000 &euro;,True,85 m²,3,2,"1° piano, con ascensore",1,1,True,Via solibena,44.0123,8.16244,Alassio,Savona,Liguria,"Collina Centrale, Parco Fuor del Vento",Italia,"In contesto di recente costruzione in cona che gode di tranquillità e privacy proponiamo appartamento sito al primo ed ultimo piano vista mare . L'appartamento ha accesso dal vialetto privato che accede alla zona giorno con cucina a vista e sfogo sul generoso terrazzo di circa 25 mq vista golfo, le due camere da letto sono entrambe matrimoniali delle quali una servita di cabina armadio. I doppi servizi garantiscono funzionalità e comfort, insieme al comodo ripostiglio con predisposizione per lavatrice. Completano la proprietà il box auto e la cantina sotto casa.
Ad impreziosire la proprietà un",,"accesso per disabili, balcone, terrazzo, arredato",Autonomo,1 in box privato/box in garage,mare,244530,agency,Affiliato Tecnocasa: STUDIO ALASSIO SAS,agenzia,https://www.immobiliare.it/agenzie-immobiliari/244530/tecnocasa-alassio/,1546172373,Vista,https://pwm.im-cdn.it/image/1546172373/xxs-c.jpg,https://pwm.im-cdn.it/image/1546172373/m-c.jpg,https://pwm.im-cdn.it/image/1546172373/xxl.jpg,Appartamento,
119273873,076b9878-968a-502d-afe9-5e9e6965e837,Appartamenti di nuova costruzione a Finale Ligure,https://www.immobiliare.it/annunci/119273873/,spvgr54c,ad,276,Progetto,sale,False,False,supervetrina,True,True,8.0,680000,€ 680.000 - € 3.840.000,€ 680.000,€ 3.840.000,,True,64 m²,2 - 5,,,,,,Piazza del Sole,44.1818,8.3976,Finale Ligure,Savona,Liguria,,Italia,"Sul lungomare di Varigotti, nella Riviera di Ponente, nasce il nuovo complesso residenziale 17024Varigotti. 
In Piazza del Sole, tra le colline e la Passeggiata dei Poeti, nasce un raffinato progetto abitativo di architettura contemporanea ed un importante esempio di riqualificazione urbana.
Il progetto prevede la realizzazione di 14 nuovi appartamenti esclusivi fronte mare, caratterizzati tutti da spazi residenziali moderni, finestre a tutta altezza e ampie logge coperte. Le unità saranno tutte caratterizzate da finiture di pregio in perfetta sintonia con il contesto, come vetro, rovere natur",17024VARIGOTTI - VISTA MARE,"accesso per disabili, parcheggio bici",Autonomo,17 in box privato/box in garage,mare,443003,agency,Idee Urbane S.r.l.,agenzia,https://www.immobiliare.it/agenzie-immobiliari/443003/varigotti-finale-ligure/,1670846885,Facciata,https://pwm.im-cdn.it/image/1670846885/xxs-c.jpg,https://pwm.im-cdn.it/image/1670846885/m-c.jpg,https://pwm.im-cdn.it/image/1670846885/xxl.jpg,Progetto,
